idcredito,target,duracao,valor,cd_tempo_parcelamento,tempo_parcelamento,cd_residencia_desde,residencia_desde,idade,cd_emprestimo_existente,emprestimo_existente,dependentes,socio_empresa,cd_estrangeiro,estrangeiro,historico_credito,proposito,cd_investimentos,faixa_investimento,cd_emprego,faixa_tempo_emprego,estado_civil,possui_fiador,habitacao,outros_financiamentos,qualificacao_profissional
890,1,28,7824,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,40,2,Baixo (1-2 empréstimos),2,1,0,Não,todos pagos,veiculo usado,1,Desconhecido,1,<1,Viuvo,sim,alugada,banco,qualificado
891,1,27,2442,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,43,4,Alto (5 ou mais empréstimos),2,1,0,Não,Critico-outros creditos,abrir negocio,2,<100,2,>=7,Viuvo,nao,proria,loja,altamente qualificado/empresario
892,1,15,1829,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,46,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
893,1,12,2171,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,38,2,Baixo (1-2 empréstimos),1,0,1,Sim,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,banco,nao qualificado
894,1,36,5800,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,34,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo usado,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
895,1,18,1169,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,29,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
897,1,21,2606,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,28,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,1,<1,Solteiro,nao,alugada,nenhum,altamente qualificado/empresario
898,1,12,1592,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,35,1,Nenhum,1,0,1,Sim,Critico-outros creditos,moveis,4,>=1000,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
899,1,15,2186,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,33,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,1,Desconhecido,4,4<=X<7,Solteiro,nao,alugada,banco,nao qualificado
900,0,18,4153,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,42,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Viuvo,co requerente,proria,nenhum,qualificado
901,0,16,2625,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,43,1,Nenhum,1,1,0,Não,Critico-outros creditos,veiculo novo,2,<100,2,>=7,Viuvo,sim,alugada,banco,qualificado
902,1,20,3485,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,44,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo novo,1,Desconhecido,1,<1,Casado,nao,proria,nenhum,qualificado
903,1,36,10477,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,42,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo usado,1,Desconhecido,2,>=7,Viuvo,nao,de graca,nenhum,qualificado
904,1,15,1386,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,40,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,1,Desconhecido,3,1<=X<4,Divorciado,nao,alugada,nenhum,qualificado
905,1,24,1278,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,36,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,2,>=7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
906,1,12,1107,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,20,1,Nenhum,2,1,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,alugada,nenhum,altamente qualificado/empresario
907,1,21,3763,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,24,1,Nenhum,1,0,1,Sim,existentes/pagos,veiculo novo,1,Desconhecido,4,4<=X<7,Viuvo,co requerente,proria,nenhum,nao qualificado
908,1,36,3711,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,27,1,Nenhum,1,0,0,Não,existentes/pagos,educacao,1,Desconhecido,3,1<=X<4,Divorciado,nao,proria,nenhum,qualificado
909,1,15,3594,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,46,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,veiculo usado,2,<100,1,<1,Solteiro,nao,proria,nenhum,nao qualificado
910,1,9,3195,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,33,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,3,1<=X<4,Solteiro,nao,proria,nenhum,nao qualificado
844,1,24,1559,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,50,1,Nenhum,1,1,0,Não,,abrir negocio,2,<100,4,4<=X<7,Viuvo,nao,proria,banco,qualificado
911,1,36,4454,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,34,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,reforma,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
912,0,24,4736,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,25,1,Nenhum,1,0,0,Não,Critico-outros creditos,moveis,2,<100,1,<1,Solteiro,nao,proria,banco,nao qualificado
913,1,30,2991,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,25,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,1,Desconhecido,2,>=7,Solteiro,nao,proria,nenhum,qualificado
914,1,11,2142,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,28,1,Nenhum,1,1,0,Não,existentes/pagos,abrir negocio,4,>=1000,2,>=7,Casado,nao,proria,nenhum,qualificado
915,0,24,3161,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,31,1,Nenhum,1,1,0,Não,todos pagos,abrir negocio,2,<100,3,1<=X<4,Viuvo,nao,alugada,nenhum,qualificado
916,0,48,18424,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,32,1,Nenhum,1,1,1,Sim,sem creditos/todos pagos,outros,2,<100,3,1<=X<4,Solteiro,nao,proria,banco,altamente qualificado/empresario
917,1,10,2848,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,32,1,Nenhum,2,0,0,Não,existentes/pagos,veiculo usado,5,100<=X<500,3,1<=X<4,Viuvo,co requerente,proria,nenhum,qualificado
918,0,6,14896,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,68,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,banco,altamente qualificado/empresario
919,0,24,2359,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,33,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,5,100<=X<500,5,Desempregado,Casado,nao,proria,nenhum,qualificado
920,0,24,3345,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,39,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,2,<100,2,>=7,Viuvo,nao,alugada,nenhum,altamente qualificado/empresario
921,1,18,1817,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,28,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,moveis,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
922,1,48,12749,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,37,1,Nenhum,1,1,0,Não,Atrasos anteriores,reforma,3,500<=X<1000,4,4<=X<7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
923,0,9,1366,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,22,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,1,<1,Solteiro,nao,alugada,nenhum,qualificado
924,1,12,2002,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,30,1,Nenhum,2,1,0,Não,existentes/pagos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,alugada,nenhum,qualificado
925,0,24,6872,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,55,1,Nenhum,1,1,0,Não,todos pagos,moveis,2,<100,1,<1,Casado,nao,proria,banco,qualificado
926,0,12,697,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,46,2,Baixo (1-2 empréstimos),1,1,0,Não,todos pagos,veiculo novo,2,<100,1,<1,Viuvo,nao,proria,banco,qualificado
927,1,18,1049,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,21,1,Nenhum,1,0,0,Não,Critico-outros creditos,moveis,2,<100,1,<1,Solteiro,nao,alugada,nenhum,qualificado
928,0,48,10297,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,39,3,Médio (3-4 empréstimos),2,1,0,Não,existentes/pagos,veiculo usado,2,<100,4,4<=X<7,Viuvo,nao,de graca,loja,qualificado
929,1,30,1867,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,58,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
930,1,12,1344,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,43,2,Baixo (1-2 empréstimos),2,0,0,Não,Atrasos anteriores,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
931,1,24,1747,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,24,1,Nenhum,1,0,1,Sim,existentes/pagos,moveis,2,<100,1,<1,Viuvo,co requerente,proria,nenhum,nao qualificado
932,0,9,1670,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,22,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
933,1,9,1224,3,3-Parcelamento de 7 a 12 meses,1,1-Residência fixa,30,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
934,1,12,522,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,42,2,Baixo (1-2 empréstimos),2,1,0,Não,Critico-outros creditos,reforma,3,500<=X<1000,2,>=7,Viuvo,nao,proria,nenhum,qualificado
935,1,12,1498,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,23,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Solteiro,nao,proria,banco,qualificado
936,0,30,1919,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,30,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,reforma,5,100<=X<500,1,<1,Viuvo,nao,proria,loja,altamente qualificado/empresario
937,0,9,745,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,28,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,nao qualificado
938,1,6,2063,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,30,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,1,<1,Divorciado,nao,alugada,nenhum,altamente qualificado/empresario
939,0,60,6288,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,42,1,Nenhum,1,0,0,Não,existentes/pagos,educacao,2,<100,3,1<=X<4,Viuvo,nao,de graca,nenhum,qualificado
940,1,24,6842,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,46,2,Baixo (1-2 empréstimos),2,1,0,Não,Critico-outros creditos,veiculo usado,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
941,1,12,3527,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,45,1,Nenhum,2,1,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,1,<1,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
942,1,10,1546,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,31,1,Nenhum,2,0,1,Sim,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
943,1,24,929,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,31,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,1,Desconhecido,4,4<=X<7,Viuvo,nao,proria,loja,qualificado
944,1,4,1455,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,42,3,Médio (3-4 empréstimos),2,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,nao qualificado
946,1,48,8358,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,30,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,veiculo novo,3,500<=X<1000,1,<1,Solteiro,nao,proria,nenhum,qualificado
947,0,24,3349,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,30,1,Nenhum,2,1,0,Não,todos pagos,moveis,3,500<=X<1000,1,<1,Viuvo,nao,de graca,nenhum,qualificado
948,1,12,2859,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,38,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,5,Desempregado,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
949,0,18,1533,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,43,1,Nenhum,2,0,0,Não,existentes/pagos,moveis,2,<100,1,<1,Divorciado,co requerente,proria,nenhum,nao qualificado
950,0,24,3621,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,31,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,reforma,5,100<=X<500,2,>=7,Viuvo,nao,proria,nenhum,qualificado
951,1,18,3590,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,40,3,Médio (3-4 empréstimos),2,1,0,Não,Critico-outros creditos,abrir negocio,2,<100,5,Desempregado,Divorciado,nao,proria,nenhum,desempregado
952,0,36,2145,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,24,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,abrir negocio,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
953,0,24,4113,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,28,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo usado,3,500<=X<1000,1,<1,Solteiro,nao,alugada,nenhum,qualificado
954,0,36,10974,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,26,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,moveis,2,<100,5,Desempregado,Solteiro,nao,proria,nenhum,altamente qualificado/empresario
955,1,12,1893,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,29,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Solteiro,sim,proria,nenhum,qualificado
956,1,24,1231,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,57,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma,4,>=1000,2,>=7,Solteiro,nao,alugada,nenhum,altamente qualificado/empresario
957,1,30,3656,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,49,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,1,Desconhecido,2,>=7,Viuvo,nao,proria,loja,nao qualificado
958,1,9,1154,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,37,3,Médio (3-4 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,2,>=7,Viuvo,nao,proria,nenhum,nao qualificado
959,0,28,4006,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,45,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
961,1,6,1740,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,30,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,2,>=7,Divorciado,nao,alugada,nenhum,qualificado
962,1,21,2353,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,47,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,veiculo novo,2,<100,3,1<=X<4,Casado,nao,proria,nenhum,qualificado
963,1,15,3556,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,29,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
964,0,24,2397,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,35,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,reforma,3,500<=X<1000,2,>=7,Viuvo,nao,proria,banco,qualificado
965,1,6,454,3,3-Parcelamento de 7 a 12 meses,1,1-Residência fixa,22,1,Nenhum,1,0,0,Não,existentes/pagos,reforma casa,2,<100,1,<1,Divorciado,nao,proria,nenhum,nao qualificado
966,1,30,1715,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,26,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,1,Desconhecido,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
967,0,27,2520,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,23,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,3,500<=X<1000,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
968,1,15,3568,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,54,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,2,>=7,Solteiro,nao,alugada,banco,altamente qualificado/empresario
969,1,42,7166,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,29,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,1,Desconhecido,4,4<=X<7,Divorciado,nao,alugada,nenhum,qualificado
970,1,11,3939,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,40,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
971,1,15,1514,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,22,1,Nenhum,1,0,0,Não,existentes/pagos,reforma casa,5,100<=X<500,3,1<=X<4,Viuvo,sim,proria,nenhum,qualificado
972,1,24,7393,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,43,1,Nenhum,2,0,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
973,0,24,1193,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,29,2,Baixo (1-2 empréstimos),1,0,0,Não,todos pagos,veiculo novo,2,<100,5,Desempregado,Solteiro,co requerente,alugada,nenhum,desempregado
974,0,60,7297,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,36,1,Nenhum,1,0,0,Não,existentes/pagos,abrir negocio,2,<100,2,>=7,Viuvo,co requerente,alugada,nenhum,qualificado
975,1,30,2831,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,33,1,Nenhum,1,1,0,Não,Critico-outros creditos,reforma,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
977,1,6,753,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,64,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Solteiro,sim,proria,nenhum,qualificado
978,1,18,2427,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,42,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,abrir negocio,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
979,0,24,2538,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,47,2,Baixo (1-2 empréstimos),2,0,0,Não,Atrasos anteriores,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,nenhum,nao qualificado
980,0,15,1264,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,25,1,Nenhum,1,0,0,Não,todos pagos,veiculo novo,5,100<=X<500,3,1<=X<4,Divorciado,nao,alugada,nenhum,qualificado
945,1,15,1845,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,46,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,1,<1,Solteiro,sim,,nenhum,qualificado
976,1,24,1258,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,57,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,3,500<=X<1000,3,1<=X<4,Solteiro,nao,proria,nenhum,
981,0,30,8386,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,49,1,Nenhum,1,0,0,Não,Critico-outros creditos,moveis,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
982,0,48,4844,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,33,1,Nenhum,1,1,0,Não,existentes/pagos,abrir negocio,2,<100,5,Desempregado,Viuvo,nao,alugada,banco,altamente qualificado/empresario
983,1,21,2923,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,28,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,5,100<=X<500,3,1<=X<4,Solteiro,nao,proria,banco,altamente qualificado/empresario
984,0,36,8229,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,26,1,Nenhum,2,0,0,Não,existentes/pagos,veiculo usado,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
985,1,24,2028,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,30,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,moveis,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,nao qualificado
986,1,15,1433,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,25,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,moveis,2,<100,3,1<=X<4,Solteiro,nao,alugada,nenhum,qualificado
987,1,42,6289,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,33,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,abrir negocio,2,<100,1,<1,Casado,nao,proria,nenhum,qualificado
988,1,13,1409,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,64,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,5,100<=X<500,5,Desempregado,Solteiro,nao,proria,nenhum,qualificado
989,1,24,6579,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,29,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,2,<100,5,Desempregado,Viuvo,nao,de graca,nenhum,altamente qualificado/empresario
990,1,24,1743,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,48,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,2,>=7,Viuvo,nao,proria,nenhum,nao qualificado
991,1,12,3565,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,37,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,educacao,1,Desconhecido,1,<1,Viuvo,nao,proria,nenhum,nao qualificado
992,1,15,1569,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,34,1,Nenhum,2,0,0,Não,todos pagos,reforma,5,100<=X<500,2,>=7,Viuvo,nao,proria,banco,nao qualificado
993,1,18,1936,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,23,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,reforma,1,Desconhecido,4,4<=X<7,Divorciado,nao,alugada,nenhum,nao qualificado
994,1,36,3959,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,30,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,2,<100,5,Desempregado,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
995,1,12,2390,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,50,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
996,1,12,1736,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,31,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,4,4<=X<7,Solteiro,nao,proria,nenhum,nao qualificado
997,1,30,3857,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,40,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,2,<100,3,1<=X<4,Casado,nao,proria,nenhum,altamente qualificado/empresario
998,1,12,804,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,38,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
